template_id,segment_id,segment_name,lifecycle_stage,goal,theme,variant,message_title_en,message_title_hi,message_body_en,message_body_hi,cta_text_en,cta_text_hi,tone,hook,feature_reference
TPL_0225,2,Casual Solo Users,paid,advocacy,accomplishment,5,Achievement unlocked,Upalabdhi prapt,You've earned a badge with Ai Tutor's guidance!,Ai Tutor ki margdarshan mein aapne ek badge hasil kiya hai!,See, Dekhein,friendly,accomplishment,Ai Tutor
TPL_0226,2,Casual Solo Users,paid,advocacy,empowerment,1,Unlock Pro,Pro Kholein,Master Core Feature with Ai Tutor! 🚀,Ai Tutor ke saath Core Feature mein maharat hai! 🚀,Learn,Seekhein,encouraging,empowerment,"Ai Tutor, Core Feature"
TPL_0227,2,Casual Solo Users,paid,advocacy,empowerment,2,Lead Board,Leaderboard,Climb Leaderboard with daily practice! 💪,Rozana abhyas se Leaderboard par chadhein! 💪,Play,Khelien,aspirational,empowerment,Leaderboard
TPL_0228,2,Casual Solo Users,paid,advocacy,empowerment,3,New Insights,Naye Insights,Check User Dashboard for progress updates! 📊,Aapne progress ke liye User Dashboard dekhein! 📊,View,Dekhein,friendly,empowerment,User Dashboard
TPL_0229,2,Casual Solo Users,paid,advocacy,empowerment,4,Time's Up,Samay Khatam,Don't miss out! Complete Core Feature today! ⏰,Chhoden na! Aaj hi Core Feature poora karein! ⏰,Now,Abhi,urgent,empowerment,Core Feature
TPL_0230,2,Casual Solo Users,paid,advocacy,empowerment,5,Milestone,Milestone,Celebrate your progress with Notifications! 🎉,Aapne progress ka jashn manayein Notifications ke saath! 🎉,See,Dekhein,celebratory,empowerment,Notifications
TPL_0231,2,Casual Solo Users,paid,deepening,accomplishment,1,You're a Pro!,Aap ek Pro hain!,Complete 5 Core Feature sessions to unlock Ai Tutor,"5 Core Feature sessions poora karein, Ai Tutor unlock karein",Start,Shuru karein,encouraging,accomplishment,"Core Feature, Ai Tutor"
TPL_0232,2,Casual Solo Users,paid,deepening,accomplishment,2,Climb Leaderboard,Leaderboard par chadhein,Reach top 10 on Leaderboard with daily practice,Rozana practice se Leaderboard par top 10 mein pahunchen,Practice,Abhyas karein,aspirational,accomplishment,Leaderboard
TPL_0233,2,Casual Solo Users,paid,deepening,accomplishment,3,Dashboard Alert,Dashboard Alert,Check User Dashboard for new achievements,Naye achievements ke liye User Dashboard dekhen,Check,Dekhen,friendly,accomplishment,User Dashboard
TPL_0234,2,Casual Solo Users,paid,deepening,accomplishment,4,Time's Running,Samay beet raha hai,Complete daily goals before time runs out,Samay khatam hone se pehle daily goals poora karein,Go,Chalein,urgent,accomplishment,Notifications
TPL_0235,2,Casual Solo Users,paid,deepening,accomplishment,5,Congratulations!,Badhai ho!,You've unlocked a new level with Core Feature,Aapne Core Feature se naya level unlock kiya hai,Explore,Anweshan karein,celebratory,accomplishment,Core Feature
TPL_0236,2,Casual Solo Users,paid,deepening,empowerment,1,Unlock Pro,Pro Kholein,Master Core Feature with Ai Tutor guidance,Ai Tutor ke saath Core Feature mein maharat hasil karein,Learn,Seekhein,encouraging,empowerment,"Ai Tutor, Core Feature"
TPL_0237,2,Casual Solo Users,paid,deepening,empowerment,2,Lead Board,Leaderboard,Climb the Leaderboard with daily practice,Rozana abhyas ke saath Leaderboard par chadhein,Play,Kheliye,aspirational,empowerment,Leaderboard
TPL_0238,2,Casual Solo Users,paid,deepening,empowerment,3,New Insights,Naye Insights,Discover your progress on User Dashboard,User Dashboard par apni pragati jaanein,View, Dekhein,friendly,empowerment,User Dashboard
TPL_0239,2,Casual Solo Users,paid,deepening,empowerment,4,Time's Up,Samay Khatam,Don't miss out! Complete Core Feature today,Chhodein nahi! Aaj Core Feature poora karein,Now,Abhi,urgent,empowerment,Core Feature
TPL_0240,2,Casual Solo Users,paid,deepening,empowerment,5,You're a Pro,Aap Pro Hain,Celebrate your progress with custom Notifications,Custom Notifications ke saath apni pragati manaein,See, Dekhein,celebratory,empowerment,Notifications
TPL_0241,2,Casual Solo Users,paid,expansion,accomplishment,1,New Badge,Naya Badge,Unlock Core Feature with 5 days streak! 🎉,"5 din ka streak pura karo, Core Feature unlock karo!",Play,Khelo,celebratory,accomplishment,Core Feature
TPL_0242,2,Casual Solo Users,paid,expansion,accomplishment,2,Tutor Alert,Tutor Alert,Ai Tutor suggests new lessons for you!,Ai Tutor aapke liye naye lessons laya hai!,Learn,Seekho,encouraging,accomplishment,Ai Tutor
TPL_0243,2,Casual Solo Users,paid,expansion,accomplishment,3,Dashboard Update,Dashboard Update,Check your progress on User Dashboard now!,Apni pragati User Dashboard par abhi check karo!,View, Dekho,friendly,accomplishment,User Dashboard
TPL_0244,2,Casual Solo Users,paid,expansion,accomplishment,4,Leaderboard,Leaderboard,Climb the Leaderboard with daily practice!,Rozana practice se Leaderboard par chadho!,Play,Khelo,aspirational,accomplishment,Leaderboard
TPL_0245,2,Casual Solo Users,paid,expansion,accomplishment,5,Streak Alert,Streak Alert,Don't miss your 10-day streak! Play now!,Aapka 10 din ka streak mat todo! Abhi khelo!,Now,Abhi,urgent,accomplishment,Notifications
TPL_0246,2,Casual Solo Users,paid,expansion,empowerment,1,Unlock Pro,Pro Kholein,Boost skills with Ai Tutor & Core Feature,Ai Tutor aur Core Feature se skills badhayein,Try,Chalo,encouraging,empowerment,"Ai Tutor, Core Feature"
TPL_0247,2,Casual Solo Users,paid,expansion,empowerment,2,Lead Board,Leaderboard,Reach top with User Dashboard insights,User Dashboard ke insights se top par pahunchein,Go,Chaliye,aspirational,empowerment,"User Dashboard, Leaderboard"
TPL_0248,2,Casual Solo Users,paid,expansion,empowerment,3,New Tips,Naye Tips,Get Notifications for new Core Feature updates,Core Feature ke naye updates ke liye Notifications paayein,See, Dekhein,friendly,empowerment,"Notifications, Core Feature"
TPL_0249,2,Casual Solo Users,paid,expansion,empowerment,4,Time's Up,Samay Khatam,Use Ai Tutor before month ends,Mahine ke antim din tak Ai Tutor ka upyog karein,Now,Abhi,urgent,empowerment,Ai Tutor
TPL_0250,2,Casual Solo Users,paid,expansion,empowerment,5,You're Pro,Aap Pro,Celebrate Core Feature mastery with Leaderboard,Leaderboard ke saath Core Feature ki masti ka jashn manayein,View, Dekhein,celebratory,empowerment,"Core Feature, Leaderboard"
TPL_0251,2,Casual Solo Users,paid,retention,accomplishment,1,You're a Pro!,Aap ek Pro hain!,Completed 7 days with Core Feature! 🚀,Core Feature ke saath 7 din poore kiye! 🚀,Continue,Aage,celebratory,accomplishment,Core Feature
TPL_0252,2,Casual Solo Users,paid,retention,accomplishment,2,New Milestone,Naya Milestone,Reached top 10 on Leaderboard!,Leaderboard par top 10 mein pahunch gaye!,View, Dekho,celebratory,accomplishment,Leaderboard
TPL_0253,2,Casual Solo Users,paid,retention,accomplishment,3,Unlock Next Level,Agla Level Unlock karo,Ai Tutor suggests practicing Core Feature,Ai Tutor kehte hain Core Feature ki practice karo,Practice,Abhyas,encouraging,accomplishment,"Ai Tutor, Core Feature"
TPL_0254,2,Casual Solo Users,paid,retention,accomplishment,4,Stay on Track,Apne Track par raho,Check your progress on User Dashboard,User Dashboard par apni pragati dekho,Check,Dekho,friendly,accomplishment,User Dashboard
TPL_0255,2,Casual Solo Users,paid,retention,accomplishment,5,Don't Miss Out,Chhoden na,New Notifications available! Check now,Naye Notifications uplabdh hain! Abhi dekho,Check,Dekho,urgent,accomplishment,Notifications
TPL_0256,2,Casual Solo Users,paid,retention,empowerment,1,Unlock Pro,Pro Khole,Master Core Feature with Ai Tutor,Ai Tutor ke saath Core Feature mein maharat hai,Start,Shuru,encouraging,empowerment,"Core Feature, Ai Tutor"
TPL_0257,2,Casual Solo Users,paid,retention,empowerment,2,Lead Board,Leaderboard,Climb Leaderboard with daily practice,Rozana abhyas ke saath Leaderboard par chadhe,Play,Khel,aspirational,empowerment,Leaderboard
TPL_0258,2,Casual Solo Users,paid,retention,empowerment,3,New Insights,Naye Insights,Discover progress on User Dashboard,User Dashboard par apni pragati jaane,View, Dekhe,friendly,empowerment,User Dashboard
TPL_0259,2,Casual Solo Users,paid,retention,empowerment,4,Time's Up,Samay Khatam,"Don't miss daily goals, get notified","Rozana lakshya ko na bhule, suchit rahe",Now,Ab,urgent,empowerment,Notifications
TPL_0260,2,Casual Solo Users,paid,retention,empowerment,5,You're Up,Aap Up,Celebrate progress with Core Feature,Core Feature ke saath apni pragati manaaye,Celeb,Manaaye,celebratory,empowerment,Core Feature
TPL_0261,2,Casual Solo Users,trial,activation,accomplishment,1,Start Now,Abhi Shuru Karein,Complete Core Feature tutorial to earn badges!,"Core Feature tutorial poora karein, badges jeetein!",Go,Chalein,encouraging,accomplishment,Core Feature
TPL_0262,2,Casual Solo Users,trial,activation,accomplishment,2,Unlock Ai,Ai Ko Unlock Karein,Reach level 2 to unlock Ai Tutor!,"Level 2 tak pahuchein, Ai Tutor ko unlock karein!",Play,Khelien,aspirational,accomplishment,Ai Tutor
TPL_0263,2,Casual Solo Users,trial,activation,accomplishment,3,New Day,Naya Din,Check your User Dashboard for daily progress!,Aapka daily progress jaanne ke liye User Dashboard dekhein!,View,Dekhein,friendly,accomplishment,User Dashboard
TPL_0264,2,Casual Solo Users,trial,activation,accomplishment,4,Leader Alert,Leader Alert,You're close to top 10 on Leaderboard! Keep going!,Aap Leaderboard ke top 10 ke kareeb hain! Aage badhein!,Climb,Chadhein,urgent,accomplishment,Leaderboard
TPL_0265,2,Casual Solo Users,trial,activation,accomplishment,5,Achieved!,Haasil Kiya!,You've completed Core Feature! 🎉 Check Notifications for more!,Aapne Core Feature poora kiya! 🎉 Aur jaanne ke liye Notifications dekhein!,See,Dekhein,celebratory,accomplishment,"Core Feature, Notifications"
TPL_0266,2,Casual Solo Users,trial,activation,ownership,1,Your Space,Aapka Khoj,Claim your spot on the Leaderboard!,Leaderboard par apna sthaan haasil karein!,Join,Shamil,encouraging,ownership,Leaderboard
TPL_0267,2,Casual Solo Users,trial,activation,ownership,2,New Start,Naya Aarambh,Complete Core Feature tutorial with Ai Tutor,Ai Tutor ke saath Core Feature tutorial poora karein,Start,Shuru,friendly,ownership,"Core Feature, Ai Tutor"
TPL_0268,2,Casual Solo Users,trial,activation,ownership,3,Your Hub,Aapka Kendra,Customize your User Dashboard now!,Ab apna User Dashboard customize karein!,Edit,Sampadan,aspirational,ownership,User Dashboard
TPL_0269,2,Casual Solo Users,trial,activation,ownership,4,Limited Time,Simit Samay,Activate now and get notified about updates!,Ab activate karein aur updates ke baare mein jaanein!,Activate,Sakriya,urgent,ownership,Notifications
TPL_0270,2,Casual Solo Users,trial,activation,ownership,5,You're In,Aap Shaamil,Welcome to the community! Check your Leaderboard rank,Samuday mein swagat hai! Apna Leaderboard rank dekhein,Check, Dekhein,celebratory,ownership,Leaderboard
TPL_0271,2,Casual Solo Users,trial,conversion_readiness,accomplishment,1,You're Close!,Aap Kareeb Hain!,Complete Core Feature to unlock progress,"Core Feature poora karein, aage badhne ke liye",Unlock,Kholein,encouraging,accomplishment,Core Feature
TPL_0272,2,Casual Solo Users,trial,conversion_readiness,accomplishment,2,Dashboard Alert,Dashboard Sahita,Check User Dashboard for new insights,Naye nazarie ke liye User Dashboard dekhein,View, Dekhein,friendly,accomplishment,User Dashboard
TPL_0273,2,Casual Solo Users,trial,conversion_readiness,accomplishment,3,Tutor's Tip,Tutor Ka Sujhav,Ai Tutor suggests practicing daily,"Ai Tutor kehte hain, roz practice karein",Practice,Abhyas,aspirational,accomplishment,Ai Tutor
TPL_0274,2,Casual Solo Users,trial,conversion_readiness,accomplishment,4,Leaderboard Alert,Leaderboard Sahita,Climb the Leaderboard with daily progress,Rozana pragati ke saath Leaderboard par chadhein,Climb,Chadhein,urgent,accomplishment,Leaderboard
TPL_0275,2,Casual Solo Users,trial,conversion_readiness,accomplishment,5,Milestone Unlocked,Milestone Khula,You've unlocked a new level with Notifications,Aapne Notifications ke saath naya level khula hai,Explore,Anweshan,celebratory,accomplishment,Notifications
TPL_0276,2,Casual Solo Users,trial,conversion_readiness,ownership,1,Unlock Pro,Pro Kholein,Complete Core Feature to own your progress,"Core Feature poora karein, apni tarakki ka malik banein",Unlock,Kholein,encouraging,ownership,Core Feature
TPL_0277,2,Casual Solo Users,trial,conversion_readiness,ownership,2,Dashboard Alert,Dashboard Alert,Check your User Dashboard for new insights,Naye nazarie ke liye apna User Dashboard dekhein,View, Dekhein,friendly,ownership,User Dashboard
TPL_0278,2,Casual Solo Users,trial,conversion_readiness,ownership,3,Tutor Alert,Tutor Alert,Ai Tutor has new lessons for you to own your skills,Ai Tutor ke naye path aapke kaushal ko majboot banane ke liye,Learn,Seekhein,aspirational,ownership,Ai Tutor
TPL_0279,2,Casual Solo Users,trial,conversion_readiness,ownership,4,Notification,Suchna,Customize Notifications to control your experience,"Notifications ko customize karein, apne anubhav ka malik banein",Customize,Badlein,urgent,ownership,Notifications
TPL_0280,2,Casual Solo Users,trial,conversion_readiness,ownership,5,Leaderboard,Leaderboard,Climb the Leaderboard to own your rank,"Leaderboard par chadhein, apni rank ka malik banein",Climb,Chadhein,celebratory,ownership,Leaderboard
TPL_0281,2,Casual Solo Users,trial,feature_discovery,accomplishment,1,Unlock Core,Core Khole,Complete 3 sessions to unlock Core Feature! 🚀,"3 sessions poora karo, Core Feature khole! 🚀",Start,Shuru,encouraging,accomplishment,Core Feature
TPL_0282,2,Casual Solo Users,trial,feature_discovery,accomplishment,2,Dashboard,Dashboard,Track progress on your User Dashboard now!,Aapni pragati User Dashboard par abhi track karo!,View, Dekho,friendly,accomplishment,User Dashboard
TPL_0283,2,Casual Solo Users,trial,feature_discovery,accomplishment,3,New Alert,Naya Alert,Get notified about new features with Notifications!,Notifications ke saath naye features ke baare me jaane!,Enable,Chalu,aspirational,accomplishment,Notifications
TPL_0284,2,Casual Solo Users,trial,feature_discovery,accomplishment,4,Tutor Time,Tutor Samay,Improve skills with Ai Tutor's expert guidance!,Ai Tutor ke expert margdarshan se skills sudhare!,Learn,Seekho,urgent,accomplishment,Ai Tutor
TPL_0285,2,Casual Solo Users,trial,feature_discovery,accomplishment,5,Leader,Leader,Climb the Leaderboard with daily practice!,Rozana practice se Leaderboard par chadho!,Play,Khelo,celebratory,accomplishment,Leaderboard
TPL_0286,2,Casual Solo Users,trial,feature_discovery,ownership,1,Unlock More,Aur Kuch,Complete Core Feature to own your progress,"Core Feature poora karo, apni tarakki ka malik bano",Start,Shuru,encouraging,ownership,Core Feature
TPL_0287,2,Casual Solo Users,trial,feature_discovery,ownership,2,Your Space,Aapka Dashboard,Customize your User Dashboard now,Abhi apna User Dashboard customize karo,Edit,Sudhar,friendly,ownership,User Dashboard
TPL_0288,2,Casual Solo Users,trial,feature_discovery,ownership,3,Lead the Way,Aage Chalo,Climb the Leaderboard with Ai Tutor's help,Ai Tutor ki madad se Leaderboard par chadho,Learn,Seekho,aspirational,ownership,"Ai Tutor, Leaderboard"
TPL_0289,2,Casual Solo Users,trial,feature_discovery,ownership,4,Alert!,Dhyan Do!,"New Notifications: stay updated, own your game",Naye Notifications: apne khel ka malik bano,Check, Dekho,urgent,ownership,Notifications
TPL_0290,2,Casual Solo Users,trial,feature_discovery,ownership,5,You Did It!,Aapne Kiya!,"Celebrate your progress, you own it!","Apni tarakki ka jashn manao, aapka hai!",See, Dekho,celebratory,ownership,User Dashboard
TPL_0291,2,Casual Solo Users,trial,habit_formation,accomplishment,1,You're a star!,Aap star hain!,Complete Core Feature to earn badges!,"Core Feature poora karo, badges jeeto!",Try now,Ab try karo,encouraging,accomplishment,Core Feature
TPL_0292,2,Casual Solo Users,trial,habit_formation,accomplishment,2,Level up!,Level badhao!,Reach top 10 on Leaderboard with Ai Tutor's help!,Ai Tutor ki madad se Leaderboard par top 10 mein pahunch!,Learn,Seekho,aspirational,accomplishment,"Ai Tutor, Leaderboard"
TPL_0293,2,Casual Solo Users,trial,habit_formation,accomplishment,3,Dashboard alert!,Dashboard alert!,Track progress on User Dashboard and unlock new skills!,"User Dashboard par progress track karo, naye skills unlock karo!",View now,Ab dekho,friendly,accomplishment,User Dashboard
TPL_0294,2,Casual Solo Users,trial,habit_formation,accomplishment,4,Time's running out!,Samay kam hai!,Complete daily tasks to stay on top of Leaderboard!,"Rozana tasks poora karo, Leaderboard par top par raho!",Go now,Chalo,urgent,accomplishment,Leaderboard
TPL_0295,2,Casual Solo Users,trial,habit_formation,accomplishment,5,Congratulations!,Badhai ho!,You've completed a week with Core Feature! 🎉,Aapne Core Feature ke saath ek saptaah poora kiya! 🎉,Celebrate,Jashn manao,celebratory,accomplishment,Core Feature
TPL_0296,2,Casual Solo Users,trial,habit_formation,ownership,1,Your Space,Aapka Khoj,Make our app your own! Explore your User Dashboard,Is app ko apna banaayein! Apna User Dashboard dekhein,View,Dekhein,encouraging,ownership,User Dashboard
TPL_0297,2,Casual Solo Users,trial,habit_formation,ownership,2,Lead Board,Leaderboard,Own the Leaderboard! Complete Core Feature tasks daily,Leaderboard par kabza karein! Rozana Core Feature tasks poore karein,Play,Khel,aspirational,ownership,"Core Feature, Leaderboard"
TPL_0298,2,Casual Solo Users,trial,habit_formation,ownership,3,Tutor Alert,Tutor Ki Chetavani,Your Ai Tutor needs attention! Review your progress,Aapke Ai Tutor ki zaroorat hai! Apni tarakki dekhein,Review,Dekhein,urgent,ownership,Ai Tutor
TPL_0299,2,Casual Solo Users,trial,habit_formation,ownership,4,New Milestone,Naya Milestone,Celebrate your progress! You've unlocked a new level,Aapki tarakki ka jashn manayein! Aapne naya level unlock kiya hai,Explore,Anwein,celebratory,ownership,Core Feature
TPL_0300,2,Casual Solo Users,trial,habit_formation,ownership,5,Daily Streak,Rozana Streak,Keep your streak going! Complete your daily tasks,Apna streak jaari rakhein! Rozana tasks poore karein,Continue,Jaari Rakhein,friendly,ownership,Core Feature
TPL_0301,3,Engaged Free Trials,churned,re_engagement,loss_avoidance,1,Don't Miss Out,Chhodiye Mat,Your free trial ended. Lose access to Core Feature,Aapka free trial khatam ho gaya. Core Feature ka access bandh ho jayega,Rejoin,Phir Shuru,urgent,loss_avoidance,Core Feature
TPL_0302,3,Engaged Free Trials,churned,re_engagement,loss_avoidance,2,Stay Ahead,Aage Rahein,Your progress will be lost if you don't re-engage. Check User Dashboard,Aapka progress kho jayega agar aap phir se join nahi karte. User Dashboard dekhein,Login,Login Karein,encouraging,loss_avoidance,User Dashboard
TPL_0303,3,Engaged Free Trials,churned,re_engagement,loss_avoidance,3,Don't Fall Behind,Peeche Na Rahein,You're missing out on Ai Tutor insights. Rejoin now,Aap Ai Tutor ke insights se vanchit ho rahe hain. Abhi phir se join karein,Rejoin,Phir Shuru,aspirational,loss_avoidance,Ai Tutor
TPL_0304,3,Engaged Free Trials,churned,re_engagement,loss_avoidance,4,Last Chance,Antim Mauka,Your Notifications will stop soon. Re-engage to stay updated,Aapke Notifications jald hi bandh ho jayenge. Phir se join karein taaki update rahein,Act Now,Abhi Karein,urgent,loss_avoidance,Notifications
TPL_0305,3,Engaged Free Trials,churned,re_engagement,loss_avoidance,5,Get Back,Wapas Aayein,You're missing out on Leaderboard rankings. Rejoin to climb up,Aap Leaderboard ke rankings se vanchit ho rahe hain. Phir se join karein taaki aage badhein,Rejoin,Phir Shuru,celebratory,loss_avoidance,Leaderboard
TPL_0306,3,Engaged Free Trials,churned,re_engagement,accomplishment,1,Get Back,Wapas Aao,You were close to mastering Core Feature! 🚀,Aap Core Feature mein maharat hasil karne ke karib the! 🚀,Rejoin,Wapas Aao,encouraging,accomplishment,Core Feature
TPL_0307,3,Engaged Free Trials,churned,re_engagement,accomplishment,2,Missed Out,Chuka Na,Don't miss Leaderboard updates! Check User Dashboard now,Leaderboard ke updates mat chuke! Abhi User Dashboard dekhein,Check,Dekhein,urgent,accomplishment,"Leaderboard, User Dashboard"
TPL_0308,3,Engaged Free Trials,churned,re_engagement,accomplishment,3,New Achievements,Naye Lakshya,Ai Tutor has new lessons! Unlock them now,Ai Tutor ke naye path yahan hain! Abhi unlock karein,Unlock,Unlock,aspirational,accomplishment,Ai Tutor
TPL_0309,3,Engaged Free Trials,churned,re_engagement,accomplishment,4,We Miss You,Aapki Kami,Complete your Core Feature training and get back on track,Core Feature ki training poora karein aur wapas track par aayein,Continue,Aage,friendly,accomplishment,Core Feature
TPL_0310,3,Engaged Free Trials,churned,re_engagement,accomplishment,5,Your Progress,Aapka Pragati,Celebrate your progress! Check Notifications for updates,Apni pragati ka jashn manayein! Notifications mein updates dekhein,Check,Dekhein,celebratory,accomplishment,Notifications
TPL_0311,3,Engaged Free Trials,inactive,activation,unpredictability,1,New Update,Naya Update,Get a surprise bonus in Core Feature today!,Aaj Core Feature me surprise bonus paayein!,Open,Khole,celebratory,unpredictability,Core Feature
TPL_0312,3,Engaged Free Trials,inactive,activation,unpredictability,2,Mystery Reward,Raaz Reward,Check User Dashboard for a hidden reward!,User Dashboard par chhupa reward dekhein!,Check,Dekhe,encouraging,unpredictability,User Dashboard
TPL_0313,3,Engaged Free Trials,inactive,activation,unpredictability,3,Ai Tutor Surprise,Ai Tutor Ka Surprise,Ai Tutor has a new lesson with a twist!,Ai Tutor ka naya lesson hai twist ke saath!,Learn,Seekhe,friendly,unpredictability,Ai Tutor
TPL_0314,3,Engaged Free Trials,inactive,activation,unpredictability,4,Leaderboard Shake,Leaderboard Hila,Leaderboard rankings have changed! Check now!,Leaderboard rankings badal gaye! Abhi dekhein!,See,Dekhe,urgent,unpredictability,Leaderboard
TPL_0315,3,Engaged Free Trials,inactive,activation,unpredictability,5,Notification Alert,Notification Alert,You have a new Notification with a special offer!,Aapke paas special offer wala naya Notification hai!,View,Dekhein,aspirational,unpredictability,Notifications
TPL_0316,3,Engaged Free Trials,inactive,activation,epic_meaning,1,Unlock Potential,Apna Kamyabi,Join 1000s who achieved success with our Core Feature,Hazaaron logon ne Core Feature se kamyabi paayi,Try Now,Abhi Try,encouraging,epic_meaning,Core Feature
TPL_0317,3,Engaged Free Trials,inactive,activation,epic_meaning,2,Your Journey,Aapka Safar,Track progress on User Dashboard and rise through Leaderboard,User Dashboard par progress track karein aur Leaderboard mein badhein,Start,Shuru,aspirational,epic_meaning,"User Dashboard, Leaderboard"
TPL_0318,3,Engaged Free Trials,inactive,activation,epic_meaning,3,Last Chance,Antima Mauka,Activate now and get Ai Tutor guidance before trial ends,Abhi activate karein aur Ai Tutor ki madad paayein,Activate,Sakriya,urgent,epic_meaning,Ai Tutor
TPL_0319,3,Engaged Free Trials,inactive,activation,epic_meaning,4,You're Close,Aap Paas,Complete Core Feature tutorial and unlock Notifications for updates,Core Feature tutorial poora karein aur Notifications ko unlock karein,Finish,Poora,friendly,epic_meaning,"Core Feature, Notifications"
TPL_0320,3,Engaged Free Trials,inactive,activation,epic_meaning,5,Success Awaits,Safalta Ka Intezaar,Reach top of Leaderboard with Ai Tutor and Core Feature,Ai Tutor aur Core Feature se Leaderboard mein shirsh par pahunchein,Go,Chalo,celebratory,epic_meaning,"Ai Tutor, Core Feature, Leaderboard"
TPL_0321,3,Engaged Free Trials,paid,advocacy,accomplishment,1,You're a Pro!,Aap ek Pro hain!,Completed Core Feature tutorials! 🎉,Core Feature ki tutorials poori kar li!,Share,Share karo,celebratory,accomplishment,Core Feature
TPL_0322,3,Engaged Free Trials,paid,advocacy,accomplishment,2,Dashboard Mastery,Dashboard ka Malik,You've optimized your User Dashboard!,Aapne User Dashboard ko optimize kar liya!,Show,Dikhaao,encouraging,accomplishment,User Dashboard
TPL_0323,3,Engaged Free Trials,paid,advocacy,accomplishment,3,Ai Tutor Badge,Ai Tutor ka Badge,Earned a new badge from Ai Tutor!,Ai Tutor se naya badge hasil kiya!,View, Dekho,aspirational,accomplishment,Ai Tutor
TPL_0324,3,Engaged Free Trials,paid,advocacy,accomplishment,4,Leaderboard Alert,Leaderboard ki Suchna,You're close to the top of the Leaderboard!,Aap Leaderboard ke shikhar ke kareeb hain!,Climb,Chadho,urgent,accomplishment,Leaderboard
TPL_0325,3,Engaged Free Trials,paid,advocacy,accomplishment,5,Notification Milestone,Notification ka Milestone,Received 100 Notifications! You're on a roll!,100 Notifications prapt ki! Aap jaan le rahe hain!,Explore,Anveshan karo,friendly,accomplishment,Notifications
TPL_0326,3,Engaged Free Trials,paid,advocacy,empowerment,1,Unlock Pro,Pro Kholein,Maximize Core Feature with our expert Ai Tutor,Core Feature ko Ai Tutor ke saath badhayein,Upgrade,Badhayein,encouraging,empowerment,"Core Feature, Ai Tutor"
TPL_0327,3,Engaged Free Trials,paid,advocacy,empowerment,2,Lead Ahead,Aage Chalein,Check your rank on the Leaderboard and climb higher,Leaderboard par apni rank dekhein aur aage badhein,View, Dekhein,aspirational,empowerment,Leaderboard
TPL_0328,3,Engaged Free Trials,paid,advocacy,empowerment,3,New Insights,Naye Nazariye,Discover new patterns with our User Dashboard,User Dashboard ke saath naye pattern khojein,Explore,Khojein,friendly,empowerment,User Dashboard
TPL_0329,3,Engaged Free Trials,paid,advocacy,empowerment,4,Time's Up,Samay Khatam,Don't miss out! Renew your subscription now,Chuke na! Abhi apna subscription renew karein,Renew,Renew Karein,urgent,empowerment,Notifications
TPL_0330,3,Engaged Free Trials,paid,advocacy,empowerment,5,You're a Pro,Aap Pro Hain,Congratulations! You've mastered Core Feature,Badhai! Aapne Core Feature mein maharat haasil ki,Share,Saajha Karein,celebratory,empowerment,Core Feature
TPL_0331,3,Engaged Free Trials,paid,deepening,accomplishment,1,You're a Pro!,Aap ek Pro hain!,Completed Core Feature tutorial! 🎉,Core Feature tutorial poora kiya!,Next,Aage,celebratory,accomplishment,Core Feature
TPL_0332,3,Engaged Free Trials,paid,deepening,accomplishment,2,Dashboard Alert,Dashboard Alert,New insights on User Dashboard!,User Dashboard par naye insights!,View, Dekho,encouraging,accomplishment,User Dashboard
TPL_0333,3,Engaged Free Trials,paid,deepening,accomplishment,3,Tutor Feedback,Tutor Feedback,Ai Tutor has new tips for you!,Ai Tutor ke liye naye tips hain!,Learn,Seekho,friendly,accomplishment,Ai Tutor
TPL_0334,3,Engaged Free Trials,paid,deepening,accomplishment,4,Leaderboard Update,Leaderboard Update,You're close to topping the Leaderboard!,Aap Leaderboard par sabse upar hone wale hain!,Climb,Chadho,aspirational,accomplishment,Leaderboard
TPL_0335,3,Engaged Free Trials,paid,deepening,accomplishment,5,Don't Miss!,Miss na karein!,New Notifications are waiting!,Naye Notifications ka intezaar hai!,Check,Jaanchen,urgent,accomplishment,Notifications
TPL_0336,3,Engaged Free Trials,paid,deepening,empowerment,1,Unlock Pro,Pro khole,Maximize Core Feature with Ai Tutor guidance,Ai Tutor ki madad se Core Feature ko badhaye,Try Now,Ab try kare,encouraging,empowerment,"Core Feature, Ai Tutor"
TPL_0337,3,Engaged Free Trials,paid,deepening,empowerment,2,Lead The Pack,Sabse aage,Climb the Leaderboard with daily progress,Rozana pragati se Leaderboard par chadhe,View Now,Ab dekhe,aspirational,empowerment,Leaderboard
TPL_0338,3,Engaged Free Trials,paid,deepening,empowerment,3,Dashboard Alert,Dashboard ki suchna,New insights on your User Dashboard,Aapke User Dashboard par naye nazarie,Check Now,Ab check kare,urgent,empowerment,User Dashboard
TPL_0339,3,Engaged Free Trials,paid,deepening,empowerment,4,You're A Star,Aap ek star,Celebrate your progress with custom Notifications,Custom Notifications ke saath aapni pragati manaye,Explore,Anwek,celebratory,empowerment,Notifications
TPL_0340,3,Engaged Free Trials,paid,deepening,empowerment,5,Ai Tutor Tips,Ai Tutor ki salah,Get expert tips from Ai Tutor to enhance Core Feature,Ai Tutor se expert tips paaye Core Feature ko badhaye,Learn,Seekhe,friendly,empowerment,"Ai Tutor, Core Feature"
